tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(17, 58)",,-72.0,-66.0,,,,,,-76.0,2948,"(13, 73)",-30.964414749349356
"(17, 58)",-67.0,-63.0,-68.0,,-69.0,-66.0,-49.0,-66.0,-81.0,2948,"(10, 50)",-24.320808006400643
"(17, 58)",-53.0,-49.0,,-82.0,-66.0,-69.0,-56.0,,-79.0,2948,"(15, 15)",-23.716905108746108
"(17, 58)",,-57.0,-68.0,,-71.0,-76.0,-41.0,-55.0,-72.0,2948,"(10, 68)",-20.938087740519205
"(17, 58)",-63.0,,-61.0,,-82.0,,-50.0,,-75.0,2948,"(13, 66)",-25.620530141415507
"(17, 58)",-63.0,-56.0,-52.0,,-74.0,,-46.0,,-68.0,2948,"(13, 52)",-14.150362302084876
"(17, 58)",-76.0,-62.0,-59.0,,,-73.0,-45.0,-61.0,-74.0,2948,"(10, 68)",-23.291369148959955
"(17, 58)",,-56.0,-49.0,-72.0,,,-55.0,-53.0,-73.0,2948,"(10, 90)",-16.89451686485115
"(17, 58)",-66.0,-54.0,-56.0,-69.0,-73.0,,-52.0,-65.0,-73.0,2948,"(10, 68)",-17.567652121215694
"(17, 58)",-65.0,-51.0,-65.0,,-68.0,-70.0,-47.0,-56.0,-81.0,2948,"(10, 50)",-18.867867854675882
"(17, 58)",-66.0,-53.0,-63.0,,-73.0,-70.0,-48.0,-71.0,-80.0,2948,"(10, 50)",-23.669623258944792
"(17, 58)",-71.0,-55.0,-59.0,,-66.0,,-41.0,,-75.0,2948,"(10, 50)",-18.588173207976073
"(17, 58)",-62.0,-48.0,-71.0,-72.0,-72.0,-65.0,,-62.0,-81.0,2948,"(13, 31)",-22.969160149551602
"(17, 58)",,,-56.0,-73.0,-75.0,,,,,2948,"(16, 93)",-28.136074222651192
"(17, 58)",-57.0,,-64.0,,,-72.0,,-66.0,-84.0,2948,"(9, 76)",-24.668792416498583
"(17, 58)",-54.0,-47.0,-70.0,,-70.0,-67.0,-52.0,,,2948,"(15, 16)",-19.824781709852207
"(17, 58)",-69.0,-59.0,-47.0,-70.0,-80.0,-76.0,,,-72.0,2948,"(14, 74)",-23.50453415052591
"(17, 58)",-74.0,,-65.0,-78.0,-67.0,,-40.0,-65.0,-73.0,2948,"(10, 68)",-25.746376572717253
"(17, 58)",-64.0,-59.0,-67.0,,-79.0,-74.0,,-66.0,-85.0,2948,"(14, 32)",-29.51243721636321
"(17, 58)",-81.0,,-55.0,-73.0,,-78.0,-47.0,,-76.0,2948,"(10, 68)",-30.779063177358182
"(17, 58)",-62.0,-59.0,-58.0,,-75.0,-76.0,-46.0,-52.0,-78.0,2948,"(10, 50)",-19.446791884504645
"(17, 58)",-71.0,-56.0,-56.0,,-78.0,,-56.0,,-70.0,2948,"(12, 51)",-20.350784841042806
"(17, 58)",-66.0,-54.0,-68.0,,,-67.0,-57.0,,-80.0,2948,"(14, 32)",-24.34172060324563
"(17, 58)",-69.0,-57.0,,,-65.0,-73.0,,-65.0,-74.0,2948,"(15, 15)",-24.465607794104674
"(17, 58)",-66.0,-56.0,-63.0,,-68.0,,-45.0,,-70.0,2948,"(10, 50)",-17.233156827406255
"(17, 58)",-66.0,-60.0,-66.0,,-66.0,-74.0,-48.0,-63.0,-81.0,2948,"(10, 50)",-23.243073591662657
"(17, 58)",-76.0,-55.0,-61.0,,-74.0,,-39.0,-53.0,-74.0,2948,"(10, 68)",-19.116175263828126
"(17, 58)",-76.0,-62.0,-50.0,,-76.0,-71.0,-50.0,,-63.0,2948,"(10, 50)",-20.805477981161342
"(17, 58)",,-58.0,-61.0,,-65.0,,-43.0,,-72.0,2948,"(13, 52)",-16.735512241704527
"(17, 58)",-64.0,-59.0,,,-81.0,-74.0,-45.0,-58.0,-72.0,2948,"(10, 50)",-22.445723019896377
"(17, 58)",-57.0,-56.0,,,-71.0,-65.0,-51.0,-71.0,,2948,"(11, 30)",-19.816362905975822
"(17, 58)",-58.0,-51.0,,,-75.0,-66.0,-42.0,-66.0,,2948,"(13, 31)",-16.733940412193725
"(17, 58)",-71.0,-62.0,-52.0,,-76.0,-72.0,-57.0,-71.0,-68.0,2948,"(14, 74)",-22.42949686181845
"(17, 58)",-58.0,-53.0,-61.0,-77.0,-67.0,-70.0,-52.0,-65.0,-79.0,2948,"(10, 50)",-19.555110892969854
"(17, 58)",,-46.0,-62.0,,-63.0,-73.0,-48.0,-71.0,-80.0,2948,"(10, 50)",-20.60679053510727
"(17, 58)",,-58.0,-60.0,,,,-51.0,-54.0,-73.0,2948,"(9, 75)",-15.811509427316537
"(17, 58)",-65.0,-56.0,-67.0,-78.0,,,-42.0,-67.0,-74.0,2948,"(10, 68)",-22.361645638778967
"(17, 58)",-71.0,-64.0,,,-79.0,-74.0,-57.0,,-73.0,2948,"(10, 50)",-29.708849021446706
"(17, 58)",,-52.0,,,-63.0,,,,,2948,"(14, 15)",-26.664815461114387
"(17, 58)",-65.0,,-67.0,,-83.0,-69.0,-45.0,-52.0,,2948,"(10, 50)",-22.09315537399116
"(17, 58)",-70.0,-58.0,,-78.0,-79.0,-67.0,-56.0,-64.0,-75.0,2948,"(10, 50)",-25.265771797383604
"(17, 58)",,-55.0,-58.0,-68.0,,-74.0,,-51.0,-69.0,2948,"(10, 92)",-18.72614382894254
"(17, 58)",-64.0,-52.0,-71.0,,-62.0,,,,-84.0,2948,"(14, 15)",-27.83885751887957
"(17, 58)",,-58.0,-61.0,-71.0,-75.0,-74.0,-41.0,-52.0,-74.0,2948,"(10, 68)",-20.69511707755683
"(17, 58)",-57.0,-49.0,-63.0,,-75.0,-69.0,-46.0,-65.0,-82.0,2948,"(10, 50)",-20.0241383530204
"(17, 58)",-56.0,-64.0,-62.0,,-74.0,,-48.0,-67.0,-81.0,2948,"(13, 52)",-21.513917268039695
"(17, 58)",-54.0,-54.0,,,-72.0,-68.0,,,-73.0,2948,"(16, 14)",-25.76847679491221
"(17, 58)",-62.0,-55.0,-59.0,-72.0,-76.0,,-51.0,-54.0,-69.0,2948,"(10, 69)",-15.555124153435994
"(17, 58)",-73.0,,-63.0,,-75.0,-75.0,-41.0,-72.0,,2948,"(10, 50)",-29.41829098966384
"(17, 58)",,,-67.0,,,,-49.0,,-81.0,2948,"(10, 68)",-36.4410305135274
"(17, 58)",,,-63.0,-83.0,,,,-62.0,-78.0,2948,"(13, 97)",-40.13247275172239
"(17, 58)",-62.0,-54.0,-60.0,,-72.0,-68.0,-47.0,-65.0,-75.0,2948,"(10, 50)",-18.811939578524925
"(17, 58)",-61.0,-55.0,,-74.0,,,,,,2948,"(19, 14)",-20.741033512384476
"(17, 58)",-60.0,-48.0,-62.0,-82.0,-74.0,-59.0,-50.0,,,2948,"(12, 30)",-20.54237092937105
"(17, 58)",-64.0,-59.0,-49.0,-79.0,,,,-62.0,-74.0,2948,"(10, 90)",-21.128478575846735
"(17, 58)",-62.0,-52.0,,,-68.0,-65.0,-55.0,,,2948,"(14, 15)",-22.520774536929736
"(17, 58)",-52.0,-52.0,-58.0,,-68.0,,-49.0,-65.0,-76.0,2948,"(12, 51)",-12.871780197990159
"(17, 58)",-64.0,,-50.0,,,-75.0,-52.0,-58.0,-70.0,2948,"(11, 76)",-17.977313375297516
"(17, 58)",-61.0,-53.0,-61.0,-81.0,-72.0,-68.0,-46.0,,-70.0,2948,"(10, 50)",-20.322795730929435
"(17, 58)",,-60.0,-50.0,,,,-59.0,-63.0,-65.0,2948,"(9, 78)",-16.60610784580594
"(17, 58)",-63.0,-56.0,-65.0,,,,-50.0,-68.0,-81.0,2948,"(13, 66)",-21.252525453861274
"(17, 58)",,,-60.0,,-79.0,,-56.0,-59.0,-64.0,2948,"(7, 86)",-22.000329954039785
"(17, 58)",-62.0,-57.0,-62.0,,-77.0,-73.0,-51.0,-52.0,-76.0,2948,"(10, 50)",-19.231299086564313
"(17, 58)",-72.0,-55.0,-63.0,,-73.0,,-42.0,-52.0,-76.0,2948,"(10, 68)",-18.333257864557357
"(17, 58)",-51.0,,,-75.0,-64.0,-67.0,-50.0,,,2948,"(14, 11)",-17.176079455571845
"(17, 58)",-73.0,-61.0,-48.0,,-75.0,,-58.0,-54.0,-76.0,2948,"(12, 75)",-20.212039073799556
"(17, 58)",,,-53.0,-66.0,,,-53.0,-60.0,-66.0,2948,"(10, 90)",-18.914502534528523
"(17, 58)",-58.0,,-71.0,-77.0,-68.0,,-49.0,,-79.0,2948,"(13, 66)",-24.187964521704902
"(17, 58)",-69.0,-66.0,-56.0,-74.0,,-78.0,-41.0,-62.0,-71.0,2948,"(10, 68)",-23.309445087354256
"(17, 58)",,-48.0,-64.0,-82.0,-63.0,-70.0,-52.0,-62.0,-76.0,2948,"(11, 51)",-20.198983686940807
"(17, 58)",-72.0,,,,-78.0,-75.0,-48.0,-65.0,,2948,"(8, 50)",-29.970911731120367
"(17, 58)",-55.0,-53.0,-56.0,,,-73.0,-46.0,,-82.0,2948,"(10, 50)",-17.865194358667175
"(17, 58)",-69.0,-61.0,-50.0,-70.0,-82.0,-77.0,-51.0,-53.0,-71.0,2948,"(12, 75)",-20.880501864886227
"(17, 58)",-64.0,-55.0,-61.0,,-62.0,-70.0,-41.0,,-80.0,2948,"(10, 50)",-19.636302877269333
"(17, 58)",-62.0,-52.0,-64.0,,-77.0,-69.0,-43.0,-69.0,-84.0,2948,"(10, 50)",-24.05257887765827
"(17, 58)",-61.0,-52.0,-62.0,,-83.0,-72.0,-49.0,,-79.0,2948,"(10, 50)",-24.4182541047476
"(17, 58)",-64.0,-55.0,,,,,-54.0,,-84.0,2948,"(14, 32)",-23.34979982648002
"(17, 58)",-76.0,-63.0,-50.0,-76.0,,-67.0,-48.0,-67.0,-68.0,2948,"(10, 68)",-21.58080510519245
"(17, 58)",-62.0,-54.0,,,-79.0,,,-65.0,,2948,"(17, 15)",-25.49926296121554
"(17, 58)",,,-55.0,-71.0,-84.0,,-49.0,,-72.0,2948,"(10, 68)",-27.575966000314413
